Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,Dominant Pollutant
United Kingdom of Great Britain and Northern Ireland,Pontypridd,58,Moderate,1,Good,21,Good,4,Good,58,Moderate,51.602,-3.342,PM2.5 AQI Value
New Zealand,Porirua,27,Good,0,Good,27,Good,0,Good,16,Good,-41.1333,174.85,Ozone AQI Value
nan,Port Hedland,16,Good,0,Good,16,Good,0,Good,16,Good,-20.31,118.6011,Ozone AQI Value
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,50.8058,-1.0872,PM2.5 AQI Value
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,43.058,-70.7826,PM2.5 AQI Value
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,36.8468,-76.354,PM2.5 AQI Value
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,38.7538,-82.9445,PM2.5 AQI Value
United States of America,Portsmouth,47,Good,1,Good,32,Good,5,Good,47,Good,41.5922,-71.2745,PM2.5 AQI Value
Italy,Preganziol,64,Moderate,2,Good,32,Good,7,Good,64,Moderate,45.6,12.2333,PM2.5 AQI Value
Serbia,Prizren,56,Moderate,1,Good,41,Good,0,Good,56,Moderate,42.2128,20.7392,PM2.5 AQI Value
United States of America,Rosemead,121,Unhealthy for Sensitive Groups,4,Good,6,Good,37,Good,121,Unhealthy for Sensitive Groups,34.0689,-118.0823,PM2.5 AQI Value
Zimbabwe,Rusape,17,Good,1,Good,17,Good,0,Good,12,Good,-18.5367,32.1247,Ozone AQI Value
India,Sabalgarh,233,Very Unhealthy,1,Good,48,Good,0,Good,233,Very Unhealthy,26.25,77.4,PM2.5 AQI Value
Colombia,Sabanagrande,117,Unhealthy for Sensitive Groups,1,Good,16,Good,4,Good,117,Unhealthy for Sensitive Groups,10.8,-74.75,PM2.5 AQI Value
India,Safidon,150,Unhealthy,2,Good,132,Unhealthy for Sensitive Groups,1,Good,150,Unhealthy,29.42,76.67,PM2.5 AQI Value
United States of America,Saginaw,32,Good,1,Good,25,Good,5,Good,32,Good,43.4199,-83.9501,PM2.5 AQI Value
United States of America,Saginaw,32,Good,1,Good,25,Good,5,Good,32,Good,32.8657,-97.3654,PM2.5 AQI Value
France,Saintes,42,Good,0,Good,42,Good,0,Good,13,Good,45.7464,-0.6333,Ozone AQI Value
United States of America,Salmon Creek,42,Good,1,Good,16,Good,10,Good,42,Good,45.7099,-122.6632,PM2.5 AQI Value
Ghana,Saltpond,39,Good,1,Good,23,Good,0,Good,39,Good,5.2,-1.0667,PM2.5 AQI Value
Colombia,Samaniego,29,Good,1,Good,5,Good,2,Good,29,Good,1.35,-77.6,PM2.5 AQI Value
United States of America,Perrysburg,30,Good,1,Good,30,Good,6,Good,29,Good,41.5377,-83.6413,Ozone AQI Value
United States of America,Petaluma,38,Good,1,Good,38,Good,2,Good,26,Good,38.2423,-122.6266,Ozone AQI Value
United States of America,Phenix City,55,Moderate,2,Good,31,Good,4,Good,55,Moderate,32.4585,-85.0253,PM2.5 AQI Value
Netherlands,Reeuwijk,33,Good,0,Good,33,Good,2,Good,17,Good,52.05,4.73,Ozone AQI Value
Germany,Regen,53,Moderate,1,Good,45,Good,2,Good,53,Moderate,48.9667,13.1333,PM2.5 AQI Value
Netherlands,Rheden,30,Good,1,Good,30,Good,2,Good,19,Good,52.0167,6.05,Ozone AQI Value
Belgium,Riemst,39,Good,1,Good,31,Good,3,Good,39,Good,50.8089,5.6019,PM2.5 AQI Value
Latvia,Riga,54,Moderate,1,Good,28,Good,2,Good,54,Moderate,56.9489,24.1064,PM2.5 AQI Value
Latvia,Riga,54,Moderate,1,Good,28,Good,2,Good,54,Moderate,26.6553,85.442,PM2.5 AQI Value
Canada,Rimouski,32,Good,1,Good,22,Good,1,Good,32,Good,48.45,-68.53,PM2.5 AQI Value
India,Robertsonpet,55,Moderate,0,Good,22,Good,0,Good,55,Moderate,12.9563,78.2754,PM2.5 AQI Value
Russian Federation,Rodniki,33,Good,1,Good,33,Good,0,Good,22,Good,57.1167,41.7333,Ozone AQI Value
France,Rognac,148,Unhealthy for Sensitive Groups,1,Good,25,Good,12,Good,148,Unhealthy for Sensitive Groups,43.4878,5.2322,PM2.5 AQI Value
United States of America,Ramona,56,Moderate,2,Good,11,Good,15,Good,56,Moderate,33.0474,-116.8766,PM2.5 AQI Value
Germany,Rastatt,44,Good,1,Good,35,Good,4,Good,44,Good,48.85,8.2,PM2.5 AQI Value
India,Raxaul,122,Unhealthy for Sensitive Groups,3,Good,122,Unhealthy for Sensitive Groups,0,Good,114,Unhealthy for Sensitive Groups,26.9833,84.85,Ozone AQI Value
Canada,Red Deer,32,Good,1,Good,32,Good,0,Good,9,Good,52.2681,-113.8111,Ozone AQI Value
United States of America,Norristown,59,Moderate,1,Good,45,Good,4,Good,59,Moderate,40.1225,-75.3398,PM2.5 AQI Value
United States of America,North Adams,42,Good,1,Good,42,Good,1,Good,35,Good,42.6844,-73.1166,Ozone AQI Value
United States of America,Norwell,68,Moderate,1,Good,44,Good,5,Good,68,Moderate,42.1608,-70.8177,PM2.5 AQI Value
United States of America,Novi,48,Good,1,Good,29,Good,6,Good,48,Good,42.4786,-83.4893,PM2.5 AQI Value
Uganda,Ntungamo,160,Unhealthy,5,Good,23,Good,1,Good,160,Unhealthy,-0.8819,30.2653,PM2.5 AQI Value
Japan,Numata,38,Good,1,Good,38,Good,1,Good,28,Good,36.646,139.0442,Ozone AQI Value
Denmark,Nyborg,36,Good,0,Good,36,Good,1,Good,35,Good,55.3122,10.7897,Ozone AQI Value
Poland,Nysa,32,Good,1,Good,30,Good,1,Good,32,Good,50.4714,17.3339,PM2.5 AQI Value
United States of America,Okemos,46,Good,1,Good,30,Good,5,Good,46,Good,42.7057,-84.4135,PM2.5 AQI Value
India,Okha,151,Unhealthy,0,Good,27,Good,0,Good,151,Unhealthy,53.5889,142.9492,PM2.5 AQI Value
Belgium,Olen,38,Good,1,Good,30,Good,3,Good,38,Good,51.15,4.85,PM2.5 AQI Value
Bulgaria,Karnobat,41,Good,1,Good,41,Good,0,Good,23,Good,42.6333,26.9833,Ozone AQI Value
Turkey,Kastamonu,41,Good,1,Good,41,Good,0,Good,25,Good,41.3764,33.7764,Ozone AQI Value
Thailand,Khao Yoi,36,Good,0,Good,17,Good,0,Good,36,Good,13.2403,99.8254,PM2.5 AQI Value
Russian Federation,Kandalaksha,27,Good,1,Good,27,Good,0,Good,6,Good,67.1569,32.4117,Ozone AQI Value
Uganda,Kanungu,176,Unhealthy,5,Good,19,Good,1,Good,176,Unhealthy,-0.8969,29.7756,PM2.5 AQI Value
Sweden,Karlskoga,28,Good,0,Good,28,Good,0,Good,10,Good,59.3333,14.5167,Ozone AQI Value
Turkey,Kayseri,40,Good,1,Good,31,Good,0,Good,40,Good,38.7225,35.4875,PM2.5 AQI Value
United States of America,Roselle,68,Moderate,2,Good,15,Good,20,Good,68,Moderate,40.6527,-74.2599,PM2.5 AQI Value
United States of America,Roselle,68,Moderate,2,Good,15,Good,20,Good,68,Moderate,41.9809,-88.0861,PM2.5 AQI Value
Italy,Rubano,92,Moderate,2,Good,32,Good,6,Good,92,Moderate,45.4333,11.7833,PM2.5 AQI Value
Italy,Rubiera,74,Moderate,1,Good,29,Good,6,Good,74,Moderate,44.65,10.7833,PM2.5 AQI Value
India,Samthar,234,Very Unhealthy,1,Good,47,Good,0,Good,234,Very Unhealthy,25.84,78.9,PM2.5 AQI Value
United States of America,San Anselmo,45,Good,1,Good,22,Good,10,Good,45,Good,37.9821,-122.5699,PM2.5 AQI Value
Italy,San Donato Milanese,94,Moderate,1,Good,37,Good,5,Good,94,Moderate,45.4167,9.2667,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,-34.6,-68.3333,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,14.95,120.9667,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,37.9905,-122.5221,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,10.0417,-84.075,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,20.1889,-96.8658,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,11.1728,122.8267,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,14.7333,-88.4167,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,6.2975,-75.0314,PM2.5 AQI Value
Costa Rica,San Rafael,79,Moderate,2,Good,5,Good,13,Good,79,Moderate,-16.7795,-60.6799,PM2.5 AQI Value
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,13.6989,-89.1914,PM2.5 AQI Value
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,20.2833,-99.0153,PM2.5 AQI Value
El Salvador,San Salvador,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,-31.6167,-58.5,PM2.5 AQI Value
Trinidad and Tobago,Sangre Grande,161,Unhealthy,0,Good,21,Good,3,Good,161,Unhealthy,10.5667,-61.1333,PM2.5 AQI Value
United States of America,Saratoga Springs,57,Moderate,2,Good,13,Good,9,Good,57,Moderate,43.0674,-73.7775,PM2.5 AQI Value
United States of America,Saratoga Springs,57,Moderate,2,Good,13,Good,9,Good,57,Moderate,40.345,-111.9154,PM2.5 AQI Value
Japan,Satte,45,Good,1,Good,43,Good,3,Good,45,Good,36.0781,139.7259,PM2.5 AQI Value
Lao People's Democratic Republic,Savannakhet,51,Moderate,0,Good,29,Good,0,Good,51,Moderate,16.55,104.75,PM2.5 AQI Value
Italy,Scandicci,35,Good,1,Good,35,Good,3,Good,17,Good,43.7544,11.1894,Ozone AQI Value
United States of America,Scranton,35,Good,1,Good,33,Good,5,Good,35,Good,41.4044,-75.6649,PM2.5 AQI Value
Germany,Seesen,42,Good,0,Good,32,Good,1,Good,42,Good,51.8931,10.1783,PM2.5 AQI Value
France,Senlis,53,Moderate,1,Good,24,Good,3,Good,53,Moderate,49.2072,2.5867,PM2.5 AQI Value
Portugal,Sesimbra,32,Good,1,Good,31,Good,3,Good,32,Good,38.4437,-9.0996,PM2.5 AQI Value
Italy,Sessa Aurunca,36,Good,1,Good,36,Good,3,Good,24,Good,41.2333,13.9333,Ozone AQI Value
Russian Federation,Severodvinsk,27,Good,1,Good,27,Good,0,Good,8,Good,64.5667,39.8667,Ozone AQI Value
Germany,Eppingen,51,Moderate,1,Good,28,Good,3,Good,51,Moderate,49.1333,8.9167,PM2.5 AQI Value
Germany,Ergolding,51,Moderate,1,Good,38,Good,1,Good,51,Moderate,48.5833,12.1667,PM2.5 AQI Value
United States of America,Sheboygan,52,Moderate,2,Good,19,Good,13,Good,52,Moderate,43.7403,-87.7316,PM2.5 AQI Value
Zimbabwe,Shurugwi,39,Good,0,Good,17,Good,0,Good,39,Good,-19.6667,30.0,PM2.5 AQI Value
Nepal,Siraha,65,Moderate,2,Good,44,Good,1,Good,65,Moderate,26.6528,86.2069,PM2.5 AQI Value
Malta,Sliema,39,Good,1,Good,39,Good,2,Good,21,Good,35.9122,14.5042,Ozone AQI Value
Ireland,Sligo,32,Good,0,Good,32,Good,0,Good,13,Good,54.2667,-8.4833,Ozone AQI Value
Azerbaijan,Susa,31,Good,1,Good,31,Good,0,Good,28,Good,5.4528,-73.814,Ozone AQI Value
Ukraine,Svatove,37,Good,1,Good,37,Good,1,Good,11,Good,49.415,38.155,Ozone AQI Value
Russian Federation,Svirsk,43,Good,1,Good,43,Good,0,Good,21,Good,53.0833,103.3333,Ozone AQI Value
Thailand,Tak,68,Moderate,0,Good,19,Good,0,Good,68,Moderate,16.8711,99.125,PM2.5 AQI Value
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,34.9275,136.9878,Ozone AQI Value
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,35.4903,135.551,Ozone AQI Value
United States of America,Tallahassee,55,Moderate,1,Good,16,Good,7,Good,55,Moderate,30.4551,-84.2527,PM2.5 AQI Value
Japan,Tamamura,43,Good,1,Good,43,Good,1,Good,27,Good,36.3044,139.1149,Ozone AQI Value
India,Tambaram,79,Moderate,1,Good,30,Good,1,Good,79,Moderate,12.831,80.0459,PM2.5 AQI Value
Indonesia,Tangerang,201,Very Unhealthy,5,Good,201,Very Unhealthy,3,Good,167,Unhealthy,-6.1783,106.6319,Ozone AQI Value
Philippines,Tangub,50,Good,0,Good,15,Good,0,Good,50,Good,8.0667,123.75,PM2.5 AQI Value
France,Tarare,24,Good,1,Good,24,Good,3,Good,22,Good,45.8961,4.4331,Ozone AQI Value
Bangladesh,Rangpur,58,Moderate,2,Good,44,Good,1,Good,58,Moderate,25.75,89.2444,PM2.5 AQI Value
France,Reims,49,Good,1,Good,26,Good,3,Good,49,Good,49.2628,4.0347,PM2.5 AQI Value
Italy,Rho,99,Moderate,1,Good,37,Good,4,Good,99,Moderate,45.5333,9.0333,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,15.71,121.1047,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,12.4667,120.9667,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.5,121.6,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.8478,121.345,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,14.1083,121.3917,PM2.5 AQI Value
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,8.5272,123.5517,PM2.5 AQI Value
Belgium,Roeselare,43,Good,1,Good,31,Good,3,Good,43,Good,50.9447,3.1233,PM2.5 AQI Value
France,Somain,50,Good,1,Good,23,Good,5,Good,50,Good,50.3575,3.2803,PM2.5 AQI Value
Germany,Steinbach,52,Moderate,1,Good,26,Good,3,Good,52,Moderate,49.5258,-96.6839,PM2.5 AQI Value
China,Suining,146,Unhealthy for Sensitive Groups,4,Good,141,Unhealthy for Sensitive Groups,5,Good,146,Unhealthy for Sensitive Groups,30.5098,105.5737,PM2.5 AQI Value
Brazil,Inhambupe,23,Good,0,Good,14,Good,1,Good,23,Good,-11.7839,-38.3528,PM2.5 AQI Value
Kyrgyzstan,Isfana,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups,39.8389,69.5275,PM2.5 AQI Value
United Republic of Tanzania,Itigi,22,Good,0,Good,16,Good,0,Good,22,Good,-5.7,34.4833,PM2.5 AQI Value
Italy,Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,45.4674,7.8748,PM2.5 AQI Value
Japan,Izumo,44,Good,1,Good,44,Good,0,Good,35,Good,35.3667,132.7667,Ozone AQI Value
United Kingdom of Great Britain and Northern Ireland,Hindley,33,Good,1,Good,30,Good,3,Good,33,Good,53.5355,-2.5658,PM2.5 AQI Value
Japan,Hiroshima,50,Good,1,Good,48,Good,3,Good,50,Good,34.3914,132.4519,PM2.5 AQI Value
Uganda,Hoima,59,Moderate,2,Good,17,Good,0,Good,59,Moderate,1.4319,31.3525,PM2.5 AQI Value
United States of America,Honolulu,30,Good,0,Good,26,Good,0,Good,30,Good,21.3294,-157.846,PM2.5 AQI Value
United States of America,Huntington Park,127,Unhealthy for Sensitive Groups,4,Good,6,Good,46,Good,127,Unhealthy for Sensitive Groups,33.98,-118.2167,PM2.5 AQI Value
Brazil,Ibirama,66,Moderate,2,Good,2,Good,6,Good,66,Moderate,-27.0569,-49.5178,PM2.5 AQI Value
Nigeria,Ilorin,108,Unhealthy for Sensitive Groups,3,Good,26,Good,1,Good,108,Unhealthy for Sensitive Groups,8.5,4.55,PM2.5 AQI Value
France,Bobigny,30,Good,1,Good,28,Good,2,Good,30,Good,48.9106,2.4397,PM2.5 AQI Value
Netherlands,Bodegraven,35,Good,0,Good,35,Good,1,Good,27,Good,52.0822,4.7504,Ozone AQI Value
Turkey,Bolu,39,Good,1,Good,39,Good,0,Good,7,Good,40.7347,31.6075,Ozone AQI Value
Italy,Borgosesia,65,Moderate,1,Good,20,Good,5,Good,65,Moderate,45.7167,8.2667,PM2.5 AQI Value
Canada,Brantford,58,Moderate,1,Good,34,Good,7,Good,58,Moderate,43.1667,-80.25,PM2.5 AQI Value
Belgium,Bree,30,Good,0,Good,26,Good,3,Good,30,Good,51.1333,5.5833,PM2.5 AQI Value
Kenya,Bungoma,144,Unhealthy for Sensitive Groups,6,Good,34,Good,3,Good,144,Unhealthy for Sensitive Groups,0.5667,34.5667,PM2.5 AQI Value
Germany,Burgthann,41,Good,1,Good,26,Good,2,Good,41,Good,49.3563,11.3176,PM2.5 AQI Value
Italy,Campi Bisenzio,37,Good,1,Good,37,Good,2,Good,25,Good,43.8167,11.1333,Ozone AQI Value
Italy,Casoria,53,Moderate,1,Good,53,Moderate,1,Good,37,Good,40.9,14.3,Ozone AQI Value
Italy,Castelfidardo,50,Good,1,Good,50,Good,1,Good,28,Good,43.4642,13.5461,Ozone AQI Value
Portugal,Castelo Branco,23,Good,1,Good,23,Good,1,Good,21,Good,39.8167,-7.5,Ozone AQI Value
Germany,Cham,50,Good,1,Good,26,Good,3,Good,50,Good,49.2167,12.65,PM2.5 AQI Value
Italy,Acerra,52,Moderate,1,Good,52,Moderate,1,Good,36,Good,40.95,14.3667,Ozone AQI Value
Russian Federation,Achinsk,37,Good,1,Good,37,Good,0,Good,27,Good,56.2817,90.5039,Ozone AQI Value
Ghana,Akropong,110,Unhealthy for Sensitive Groups,3,Good,14,Good,2,Good,110,Unhealthy for Sensitive Groups,5.9742,-0.0881,PM2.5 AQI Value
Spain,Albacete,40,Good,1,Good,27,Good,1,Good,40,Good,38.9956,-1.8558,PM2.5 AQI Value
Italy,Alfonsine,42,Good,1,Good,38,Good,3,Good,42,Good,44.5,12.05,PM2.5 AQI Value
United States of America,Alhambra,87,Moderate,2,Good,21,Good,28,Good,87,Moderate,34.084,-118.1355,PM2.5 AQI Value
Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good,-19.3861,47.4292,Ozone AQI Value
Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good,-18.9,46.1167,Ozone AQI Value
India,Amla,145,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,145,Unhealthy for Sensitive Groups,21.9248,78.1279,PM2.5 AQI Value
Austria,Ansfelden,55,Moderate,1,Good,33,Good,1,Good,55,Moderate,48.2083,14.2889,PM2.5 AQI Value
Turkey,Ardahan,39,Good,0,Good,35,Good,0,Good,39,Good,41.1111,42.7022,PM2.5 AQI Value
France,Arras,35,Good,1,Good,25,Good,2,Good,35,Good,50.292,2.78,PM2.5 AQI Value
Germany,Bad Oeynhausen,34,Good,0,Good,29,Good,1,Good,34,Good,52.2,8.8,PM2.5 AQI Value
Germany,Bad Vilbel,28,Good,0,Good,28,Good,2,Good,27,Good,50.1781,8.7361,Ozone AQI Value
Philippines,Baganga,52,Moderate,1,Good,17,Good,0,Good,52,Moderate,7.5752,126.5585,PM2.5 AQI Value
Benin,Banikoara,30,Good,2,Good,12,Good,0,Good,30,Good,11.3,2.4333,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Basildon,27,Good,1,Good,22,Good,7,Good,27,Good,51.58,0.49,PM2.5 AQI Value
nan,Dana Point,37,Good,1,Good,22,Good,9,Good,37,Good,33.4733,-117.6967,PM2.5 AQI Value
Romania,Darabani,65,Moderate,1,Good,42,Good,0,Good,65,Moderate,48.1864,26.5892,PM2.5 AQI Value
Netherlands,De Bilt,34,Good,0,Good,34,Good,1,Good,26,Good,52.1167,5.2,Ozone AQI Value
United States of America,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate,29.6898,-95.1151,PM2.5 AQI Value
United States of America,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate,40.7623,-73.3218,PM2.5 AQI Value
Romania,Deva,70,Moderate,1,Good,25,Good,4,Good,70,Moderate,45.8781,22.9144,PM2.5 AQI Value
India,Dhanaura,500,Hazardous,3,Good,143,Unhealthy for Sensitive Groups,4,Good,428,Hazardous,25.1905,87.2595,PM2.5 AQI Value
Brazil,Diamantina,26,Good,0,Good,6,Good,2,Good,26,Good,-18.2489,-43.6,PM2.5 AQI Value
United States of America,Dickson,78,Moderate,1,Good,28,Good,3,Good,78,Moderate,36.0637,-87.3665,PM2.5 AQI Value
Philippines,Digos,60,Moderate,1,Good,20,Good,0,Good,60,Moderate,6.75,125.35,PM2.5 AQI Value
Burkina Faso,Djibo,61,Moderate,1,Good,17,Good,3,Good,61,Moderate,14.1011,-1.6306,PM2.5 AQI Value
Brazil,Dom Pedrito,25,Good,0,Good,25,Good,0,Good,6,Good,-30.9828,-54.6728,Ozone AQI Value
France,Domont,30,Good,1,Good,28,Good,2,Good,30,Good,49.0275,2.3267,PM2.5 AQI Value
France,Beauvais,30,Good,0,Good,28,Good,1,Good,30,Good,49.4303,2.0952,PM2.5 AQI Value
Belgium,Beerse,30,Good,0,Good,30,Good,2,Good,30,Good,51.3167,4.8667,Ozone AQI Value
China,Benxi,105,Unhealthy for Sensitive Groups,3,Good,91,Moderate,2,Good,105,Unhealthy for Sensitive Groups,41.292,123.761,PM2.5 AQI Value
Israel,Bet Shemesh,78,Moderate,1,Good,44,Good,5,Good,78,Moderate,31.7456,34.9867,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Beverley,39,Good,1,Good,20,Good,7,Good,39,Good,53.845,-0.427,PM2.5 AQI Value
India,Bhainsdehi,128,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,128,Unhealthy for Sensitive Groups,21.6449,77.6302,PM2.5 AQI Value
United States of America,Cheektowaga,38,Good,1,Good,38,Good,3,Good,37,Good,42.9082,-78.7466,Ozone AQI Value
United States of America,Chesterton,66,Moderate,2,Good,19,Good,16,Good,66,Moderate,41.5997,-87.055,PM2.5 AQI Value
Guatemala,Chinautla,73,Moderate,2,Good,15,Good,6,Good,73,Moderate,14.7029,-90.5,PM2.5 AQI Value
Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good,33.9836,-117.6654,Ozone AQI Value
Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good,35.9955,138.1588,Ozone AQI Value
United States of America,Choctaw,54,Moderate,1,Good,35,Good,2,Good,54,Moderate,35.4802,-97.2666,PM2.5 AQI Value
Italy,Cinisi,48,Good,1,Good,48,Good,1,Good,25,Good,38.1667,13.1,Ozone AQI Value
France,Clamart,31,Good,1,Good,28,Good,2,Good,31,Good,48.8014,2.2628,PM2.5 AQI Value
nan,Don Sak,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,9.3169,99.6944,PM2.5 AQI Value
United States of America,Colesville,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,39.073,-77.001,PM2.5 AQI Value
Chile,Collipulli,45,Good,1,Good,9,Good,6,Good,45,Good,-37.95,-72.4333,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,34.0378,-80.9036,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,38.9472,-92.3268,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,39.2004,-76.859,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,35.6238,-87.0484,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,38.4581,-90.2156,PM2.5 AQI Value
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,40.0347,-76.4944,PM2.5 AQI Value
Italy,Comacchio,47,Good,1,Good,37,Good,3,Good,47,Good,44.7,12.1833,PM2.5 AQI Value
Romania,Corabia,67,Moderate,1,Good,37,Good,2,Good,67,Moderate,43.7736,24.5033,PM2.5 AQI Value
Ireland,Cork,27,Good,1,Good,27,Good,1,Good,13,Good,51.8972,-8.47,Ozone AQI Value
Italy,Corridonia,47,Good,1,Good,47,Good,2,Good,37,Good,43.25,13.5167,Ozone AQI Value
Ethiopia,Dabat,79,Moderate,1,Good,16,Good,1,Good,79,Moderate,12.9842,37.765,PM2.5 AQI Value
United States of America,Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate,41.1428,-73.3475,PM2.5 AQI Value
United States of America,Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate,41.5886,-71.0837,PM2.5 AQI Value
United States of America,Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate,-41.7581,171.6022,PM2.5 AQI Value
United States of America,Wichita,59,Moderate,1,Good,25,Good,5,Good,59,Moderate,37.6895,-97.3443,PM2.5 AQI Value
Germany,Wildberg,40,Good,1,Good,25,Good,3,Good,40,Good,48.6239,8.7472,PM2.5 AQI Value
Germany,Wunsiedel,41,Good,0,Good,27,Good,2,Good,41,Good,50.0167,12.0167,PM2.5 AQI Value
Belgium,Wuustwezel,34,Good,0,Good,29,Good,3,Good,34,Good,51.3833,4.6,PM2.5 AQI Value
United States of America,Wylie,60,Moderate,1,Good,24,Good,4,Good,60,Moderate,33.0362,-96.5161,PM2.5 AQI Value
China,Xinzhou,163,Unhealthy,4,Good,163,Unhealthy,4,Good,106,Unhealthy for Sensitive Groups,38.4178,112.7233,Ozone AQI Value
Canada,Yorkton,25,Good,1,Good,22,Good,1,Good,25,Good,51.2139,-102.4628,PM2.5 AQI Value
Japan,Yoshida,42,Good,1,Good,42,Good,0,Good,33,Good,34.7709,138.252,Ozone AQI Value
United States of America,Yucaipa,57,Moderate,2,Good,16,Good,12,Good,57,Moderate,34.0336,-117.0429,PM2.5 AQI Value
China,Yuyao,166,Unhealthy,3,Good,166,Unhealthy,2,Good,108,Unhealthy for Sensitive Groups,30.0372,121.1546,Ozone AQI Value
Mexico,Zapotlanejo,56,Moderate,1,Good,10,Good,4,Good,56,Moderate,20.6228,-103.0689,PM2.5 AQI Value
India,Zunheboto,35,Good,1,Good,14,Good,0,Good,35,Good,25.9667,94.5167,PM2.5 AQI Value
Russian Federation,Zvenigorod,31,Good,1,Good,31,Good,4,Good,29,Good,55.7333,36.85,Ozone AQI Value
Germany,Syke,32,Good,0,Good,29,Good,1,Good,32,Good,52.9131,8.8269,PM2.5 AQI Value
